episode,film,character,line
4,A New Hope,BIGGS,"I feel for you, Luke, you're going to have to learn what seems to be important or what really is important.  What good is all your uncle's work if it's taken over by the Empire?...  You know they're starting to nationalize commerce in the central systems...it won't be long before your uncle is merely a tenant, slaving for the greater glory of the Empire."
4,A New Hope,LUKE,It couldn't happen here.  You said it yourself.  The Empire won't bother with this rock.
4,A New Hope,BIGGS,Things always change.
4,A New Hope,LUKE,I wish I was going...  Are you going to be around long?
4,A New Hope,BIGGS,"No, I'm leaving in the morning..."
4,A New Hope,LUKE,Then I guess I won't see you.
4,A New Hope,BIGGS,Maybe someday...  I'll keep a lookout.
4,A New Hope,LUKE,around forever trying to find them.
4,A New Hope,BEN,That's what your uncle told you.  He didn't hold with your father's ideals.  Thought he should have stayed here and not gotten involved.
4,A New Hope,LEIA,I don't know what you're talking about.  I'm a member of the Imperial Senate on a diplomatic mission to Alderaan...
4,A New Hope,BEN,"Yes, I was once a Jedi Knight the same as your father."
4,A New Hope,LUKE,Why don't you outrun them?  I thought you said this thing was fast.
4,A New Hope,HAN,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!"
4,A New Hope,HAN,Here's where the fun begins!
4,A New Hope,BEN,How long before you can make the jump to light speed?
4,A New Hope,HAN,It'll take a few moments to get the coordinates from the navi-computer.
4,A New Hope,LUKE,Are you kidding?  At the rate they're gaining...
4,A New Hope,HAN,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?"
4,A New Hope,LUKE,What's that flashing?
4,A New Hope,HAN,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed."
4,A New Hope,MOTTI,We've entered the Alderaan system.
4,A New Hope,LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board."
4,A New Hope,TARKIN,Charming to the last.  You don't know how hard I found it signing the order to terminate your life!
4,A New Hope,LEIA,to take the responsibility yourself!
4,A New Hope,TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now."
4,A New Hope,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers."
4,A New Hope,TARKIN,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan."
4,A New Hope,LEIA,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...
4,A New Hope,TARKIN,You would prefer another target?  A military target?  Then name the system!
4,A New Hope,TARKIN,I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?
4,A New Hope,LEIA,Dantooine.
4,A New Hope,LEIA,They're on Dantooine.
4,A New Hope,TARKIN,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready."
4,A New Hope,LEIA,What?
4,A New Hope,TARKIN,You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough.
4,A New Hope,LEIA,No!
4,A New Hope,VADER,Commence primary ignition.
4,A New Hope,LUKE,Are you all right?  What's wrong?
4,A New Hope,HAN,Stay sharp!  There are two more coming in; they're going to try to cut us off.
4,A New Hope,HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.
4,A New Hope,THREEPIO,"Oh, my.  I'd forgotten how much I hate space travel."
4,A New Hope,HAN,"Chewie, get us out of here!"
4,A New Hope,TROOPER,With pleasure.
4,A New Hope,THREEPIO,"Lock the door, Artoo."
4,A New Hope,TROOPER,"All right, check that side of the street.  It's secure.  Move on to the next door."
4,A New Hope,THREEPIO,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault."
4,A New Hope,THREEPIO,You watch your language!
4,A New Hope,LUKE,"He says it's the best he can do.  Since the XP-38 came out, they"
4,A New Hope,BEN,It will be enough.
4,A New Hope,BEN,"If the ship's as fast as he's boasting, we ought to do well."
4,A New Hope,JABBA,"Come on out, Solo!"
4,A New Hope,HAN,"I've been waiting for you, Jabba."
4,A New Hope,JABBA,I expected you would be.
4,A New Hope,HAN,I'm not the type to run.
4,A New Hope,JABBA,"Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together."
4,A New Hope,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.
4,A New Hope,HAN,You sent Greedo to blast me.
4,A New Hope,HAN,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself."
4,A New Hope,JABBA,"Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business."
4,A New Hope,HAN,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time."
4,A New Hope,JABBA,"Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life."
4,A New Hope,HAN,"Jabba, I'll pay you because it's my pleasure."
4,A New Hope,LUKE,What a piece of junk.
4,A New Hope,HAN,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself."
4,A New Hope,HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here."
4,A New Hope,THREEPIO,"Hello, sir."
4,A New Hope,TROOPER,Which way?
4,A New Hope,TROOPER,"All right, men.  Load your weapons!"
4,A New Hope,TROOPER,Stop that ship!
4,A New Hope,TROOPER,Blast 'em!
4,A New Hope,JABBA,"Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you."
4,A New Hope,TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.
4,A New Hope,BEN,You'd better get on with your exercises.
4,A New Hope,HAN,Don't everyone thank me at once.
4,A New Hope,HAN,"What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts."
4,A New Hope,LUKE,What's going on?
4,A New Hope,HAN,"Our position is correct, except... no, Alderaan!"
4,A New Hope,LUKE,What do you mean?  Where is it?
4,A New Hope,HAN,"Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away."
4,A New Hope,LUKE,What?  How?
4,A New Hope,HAN,The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've...
4,A New Hope,HAN,There's another ship coming in.
4,A New Hope,LUKE,Maybe they know what happened.
4,A New Hope,BEN,It's an Imperial fighter.
4,A New Hope,LUKE,It followed us!
4,A New Hope,BEN,No.  It's a short range fighter.
4,A New Hope,HAN,There aren't any bases around here.  Where did it come from?
4,A New Hope,LUKE,"It sure is leaving in a big hurry.  If they identify us, we're in big trouble."
4,A New Hope,HAN,Not if I can help it.  Chewie... jam it's transmissions.
4,A New Hope,BEN,It'd be as well to let it go.  It's too far out of range.
4,A New Hope,HAN,Not for long...
4,A New Hope,BEN,A fighter that size couldn't get this deep into space on its own.
4,A New Hope,LUKE,"Then he must have gotten lost, been part of a convoy or something..."
4,A New Hope,HAN,"Well, he ain't going to be around long enough to tell anyone about us."
4,A New Hope,LUKE,Look at him.  He's heading for that small moon.
4,A New Hope,HAN,I think I can get him before he gets there... he's almost in range.
4,A New Hope,BEN,That's no moon!  It's a space station.
4,A New Hope,HAN,It's too big to be a space station.
4,A New Hope,LUKE,I have a very bad feeling about this.
4,A New Hope,BEN,Turn the ship around!
4,A New Hope,LUKE,You fought in the Clone Wars?
4,A New Hope,HAN,"Stand by, Chewie, here we go.  Cut in the sublight engines."
4,A New Hope,TARKIN,Terminate her... immediately!
4,A New Hope,VADER,I told you she would never consciously betray the Rebellion.
4,A New Hope,TARKIN,She lied!  She lied to us!
4,A New Hope,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours."
4,A New Hope,THREEPIO,"Now be careful, Artoo."
4,A New Hope,THREEPIO,He made a fair move.  Screaming about it won't help you.
4,A New Hope,HAN,Let him have it. It's not wise to upset a Wookiee.
4,A New Hope,THREEPIO,"But sir, nobody worries about upsetting a droid."
4,A New Hope,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.
4,A New Hope,THREEPIO,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win."
4,A New Hope,BEN,"Remember, a Jedi can feel the Force flowing through him."
4,A New Hope,LUKE,You mean it controls your actions?
4,A New Hope,BEN,Partially. But it also obeys your commands.
4,A New Hope,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
4,A New Hope,LUKE,"You don't believe in the Force, do you?"
4,A New Hope,HAN,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny."
4,A New Hope,HAN,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em."
4,A New Hope,HAN,It's all a lot of simple tricks and nonsense.
4,A New Hope,BEN,"This time, let go your conscious self and act on instinct."
4,A New Hope,LUKE,"With the blast shield down, I can't even see.  How am I supposed to fight?"
4,A New Hope,BEN,Your eyes can deceive you.  Don't trust them.
4,A New Hope,BEN,Stretch out with your feelings.
4,A New Hope,BEN,"You see, you can do it."
4,A New Hope,HAN,I call it luck.
4,A New Hope,BEN,"In my experience, there's no such thing as luck."
4,A New Hope,HAN,"Look, going good against remotes is one thing.  Going good against the living?  That's something else."
4,A New Hope,HAN,Looks like we're coming up on Alderaan.
4,A New Hope,LUKE,"You know, I did feel something.  I could almost see the remote."
4,A New Hope,BEN,That's good.  You have taken your first step into a larger world.
4,A New Hope,TARKIN,Yes.
4,A New Hope,OFFICER CASS,"Our scout ships have reached Dantooine.  They found the remains of a Rebel base, but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems."
4,A New Hope,BEN,"I suggest you try it again, Luke."
4,A New Hope,VADER,What do you mean?
4,A New Hope,BEN,Destroyed... by the Empire!
4,A New Hope,IMPERIAL OFFICER,The final check-out is complete.  All systems are operational.  What course shall we set?
4,A New Hope,VADER,The plans you refer to will soon be back in our hands.
4,A New Hope,MOTTI,"Any attack made by the Rebels against this station would be a useless gesture, no matter what technical data they've obtained.  This station is now the ultimate power in the universe.  I suggest we use it!"
4,A New Hope,VADER,Don't be too proud of this technological terror you've constructed.  The ability to destroy a planet is insignificant next to the power of the Force.
4,A New Hope,MOTTI,"Don't try to frighten us with your sorcerer's ways, Lord Vader.  Your sad devotion to that ancient religion has not helped you conjure up the stolen data tapes, or given you clairvoyance enough to find the Rebel's hidden fort..."
4,A New Hope,VADER,I find your lack of faith disturbing.
4,A New Hope,TARKIN,"Enough of this!  Vader, release him!"
4,A New Hope,VADER,As you wish.
4,A New Hope,TARKIN,This bickering is pointless.  Lord Vader will provide us with the location of the Rebel fortress by the time this station is operational.  We will then crush the Rebellion with one swift stroke.
